trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.7, 'e': 0.9590096190983844}",30,0,-144.15570136767533,"{0: 17, 1: 5, 2: 6, 3: 0, 4: 2}",0
184,False,"{'a': 0.7, 'e': 0.9585635409273616}",30,0,-135.5363417626216,"{0: 18, 1: 7, 2: 2, 3: 1, 4: 2}",0
185,False,"{'a': 0.7, 'e': 0.9581150999935522}",25,6,-50.00209988313876,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 1}",1
186,False,"{'a': 0.7, 'e': 0.9576642974023177}",25,0,-100.49526983428598,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
187,False,"{'a': 0.7, 'e': 0.9572111342648416}",20,0,-157.0441675608711,"{0: 11, 1: 0, 2: 5, 3: 2, 4: 2}",0
188,False,"{'a': 0.7, 'e': 0.9567556116981252}",20,0,-173.57719160713376,"{0: 11, 1: 4, 2: 1, 3: 0, 4: 4}",0
189,False,"{'a': 0.7, 'e': 0.9562977308249859}",20,0,-110.04237846077791,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
190,False,"{'a': 0.7, 'e': 0.9558374927740542}",20,0,-31.887535369657364,"{0: 16, 1: 2, 2: 0, 3: 2, 4: 0}",0
191,False,"{'a': 0.7, 'e': 0.9553748986797704}",20,1,-38.10571926431898,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
192,False,"{'a': 0.7, 'e': 0.9549099496823826}",25,3,-24.13458418122674,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.7, 'e': 0.9544426469279434}",20,0,-106.80833209850857,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
194,False,"{'a': 0.7, 'e': 0.953972991568307}",25,0,-77.1511233492198,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
195,False,"{'a': 0.7, 'e': 0.9535009847611265}",20,0,-119.54826479190591,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
196,False,"{'a': 0.7, 'e': 0.9530266276698517}",20,0,-175.7120625581429,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 3}",0
197,False,"{'a': 0.7, 'e': 0.9525499214637247}",20,8,-27.008612392364938,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
198,False,"{'a': 0.7, 'e': 0.9520708673177787}",35,12,-141.78328789693518,"{0: 10, 1: 5, 2: 5, 3: 2, 4: 1}",1
199,False,"{'a': 0.7, 'e': 0.9515894664128338}",20,0,-98.25992531704601,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
200,False,"{'a': 0.7, 'e': 0.951105719935495}",20,0,-108.44520900442483,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
201,False,"{'a': 0.7, 'e': 0.9506196290781486}",20,0,-120.20708351855339,"{0: 13, 1: 2, 2: 1, 3: 2, 4: 2}",0
202,False,"{'a': 0.7, 'e': 0.9501311950389598}",20,12,-11.947016632467557,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
203,False,"{'a': 0.7, 'e': 0.9496404190218695}",25,0,-43.0068672125912,"{0: 15, 1: 7, 2: 3, 3: 0, 4: 0}",0
204,False,"{'a': 0.7, 'e': 0.949147302236591}",25,13,-12.41418117291515,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.7, 'e': 0.948651845898608}",25,0,-92.34193030396023,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
206,False,"{'a': 0.7, 'e': 0.9481540512291703}",25,0,-73.54897496560899,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
207,False,"{'a': 0.7, 'e': 0.9476539194552916}",25,0,-74.27238569501617,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
208,False,"{'a': 0.7, 'e': 0.9471514518097469}",25,0,-113.57678253345654,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
209,False,"{'a': 0.7, 'e': 0.946646649531068}",20,2,-25.254657989917064,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
210,False,"{'a': 0.7, 'e': 0.9461395138635421}",30,0,-153.82502980251732,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
211,False,"{'a': 0.7, 'e': 0.9456300460572075}",30,0,-16.870705090127174,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
212,False,"{'a': 0.7, 'e': 0.9451182473678511}",20,0,-71.38768477915853,"{0: 15, 1: 0, 2: 1, 3: 4, 4: 0}",0
213,False,"{'a': 0.7, 'e': 0.9446041190570053}",20,0,-81.81312472254476,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
214,False,"{'a': 0.7, 'e': 0.9440876623919446}",30,0,-48.31149551601966,"{0: 22, 1: 4, 2: 3, 3: 1, 4: 0}",0
215,False,"{'a': 0.7, 'e': 0.9435688786456831}",30,0,-98.37968205674952,"{0: 23, 1: 1, 2: 4, 3: 0, 4: 2}",0
216,False,"{'a': 0.7, 'e': 0.9430477690969702}",30,0,-74.71882717634543,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
217,False,"{'a': 0.7, 'e': 0.9425243350302888}",30,0,-46.94910648679948,"{0: 23, 1: 3, 2: 2, 3: 2, 4: 0}",0
218,False,"{'a': 0.7, 'e': 0.9419985777358512}",25,0,-168.40537404199335,"{0: 9, 1: 4, 2: 10, 3: 1, 4: 1}",0
219,False,"{'a': 0.7, 'e': 0.9414704985095962}",25,0,-58.41271575689799,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
220,False,"{'a': 0.7, 'e': 0.9409400986531861}",20,0,-136.85690659413868,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
221,False,"{'a': 0.7, 'e': 0.9404073794740033}",20,0,-47.4612871709654,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
222,False,"{'a': 0.7, 'e': 0.9398723422851469}",30,0,-144.71356333234274,"{0: 20, 1: 4, 2: 3, 3: 0, 4: 3}",0
223,False,"{'a': 0.7, 'e': 0.93933498840543}",20,0,-80.7698559729429,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
224,False,"{'a': 0.7, 'e': 0.9387953191593756}",20,0,-77.65006249496531,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
225,False,"{'a': 0.7, 'e': 0.9382533358772145}",25,0,-61.11939396724443,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
226,False,"{'a': 0.7, 'e': 0.9377090398948807}",20,0,-87.72448081850277,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
227,False,"{'a': 0.7, 'e': 0.9371624325540094}",25,0,-79.98836734103772,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
228,False,"{'a': 0.7, 'e': 0.9366135152019325}",25,0,-100.17271521284657,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
229,False,"{'a': 0.7, 'e': 0.9360622891916762}",25,0,-26.401557092306387,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
230,False,"{'a': 0.7, 'e': 0.9355087558819573}",25,0,-135.45058099904503,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
231,False,"{'a': 0.7, 'e': 0.9349529166371795}",20,0,-84.79699484173912,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
232,False,"{'a': 0.7, 'e': 0.9343947728274309}",20,0,-90.02964224481576,"{0: 11, 1: 3, 2: 3, 3: 3, 4: 0}",0
233,False,"{'a': 0.7, 'e': 0.9338343258284799}",25,0,-77.36577870349016,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
234,False,"{'a': 0.7, 'e': 0.933271577021772}",20,0,-132.02702506520353,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
235,False,"{'a': 0.7, 'e': 0.9327065277944264}",25,0,-142.44292629545993,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 2}",0
236,False,"{'a': 0.7, 'e': 0.9321391795392326}",20,0,-94.81379713641917,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
237,False,"{'a': 0.7, 'e': 0.9315695336546473}",20,1,-47.25195535169022,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
238,False,"{'a': 0.7, 'e': 0.93099759154479}",30,0,-135.81200354943576,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
239,False,"{'a': 0.7, 'e': 0.9304233546194407}",20,0,-76.16054808006078,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
240,False,"{'a': 0.7, 'e': 0.9298468242940358}",20,0,-62.72858430902921,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
241,False,"{'a': 0.7, 'e': 0.9292680019896643}",20,0,-105.15006758187567,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
242,False,"{'a': 0.7, 'e': 0.9286868891330653}",25,0,-146.82461541837162,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
243,False,"{'a': 0.7, 'e': 0.9281034871566235}",20,4,-92.82827003139658,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 2}",1
244,False,"{'a': 0.7, 'e': 0.927517797498366}",20,2,-72.86039164802523,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 1}",1
245,False,"{'a': 0.7, 'e': 0.9269298216019592}",25,13,-6.811520711319928,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.7, 'e': 0.9263395609167044}",25,0,-95.11567890358269,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
247,False,"{'a': 0.7, 'e': 0.9257470168975349}",20,0,-106.38627668970804,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
248,False,"{'a': 0.7, 'e': 0.9251521910050122}",25,0,-88.24420034234417,"{0: 14, 1: 5, 2: 4, 3: 2, 4: 0}",0
249,False,"{'a': 0.7, 'e': 0.9245550847053222}",20,11,-31.98128904424635,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
250,False,"{'a': 0.7, 'e': 0.9239556994702721}",30,0,-290.8978845427783,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 5}",0
251,False,"{'a': 0.7, 'e': 0.9233540367772862}",20,0,-117.01757210144872,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
252,False,"{'a': 0.7, 'e': 0.9227500981094026}",25,3,-72.8698103204218,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 0}",1
253,False,"{'a': 0.7, 'e': 0.9221438849552692}",20,0,-104.72480972491142,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 3}",0
254,False,"{'a': 0.7, 'e': 0.9215353988091408}",20,0,-30.950273818984044,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
255,False,"{'a': 0.7, 'e': 0.9209246411708745}",20,0,-83.12665982883708,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
256,False,"{'a': 0.7, 'e': 0.9203116135459264}",20,0,-27.956545828973717,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
257,False,"{'a': 0.7, 'e': 0.919696317445348}",20,0,-51.98839539512707,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",1
258,False,"{'a': 0.7, 'e': 0.9190787543857823}",30,0,-90.06839329256339,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
259,False,"{'a': 0.7, 'e': 0.9184589258894604}",20,0,-172.9080903967513,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
260,False,"{'a': 0.7, 'e': 0.9178368334841971}",30,0,-148.38753186058608,"{0: 18, 1: 3, 2: 4, 3: 4, 4: 1}",0
261,False,"{'a': 0.7, 'e': 0.9172124787033875}",25,0,-155.51399617291023,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
262,False,"{'a': 0.7, 'e': 0.9165858630860038}",20,11,-7.244116479636352,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
263,False,"{'a': 0.7, 'e': 0.91595698817659}",20,0,-108.38156519623517,"{0: 13, 1: 3, 2: 1, 3: 1, 4: 2}",0
264,False,"{'a': 0.7, 'e': 0.9153258555252599}",25,0,-173.72072647302915,"{0: 15, 1: 3, 2: 2, 3: 2, 4: 3}",0
265,False,"{'a': 0.7, 'e': 0.914692466687692}",20,0,-91.9585839450768,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
266,False,"{'a': 0.7, 'e': 0.914056823225126}",25,0,-27.466800637411282,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
267,False,"{'a': 0.7, 'e': 0.9134189267043593}",20,0,-99.9330670128043,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
268,False,"{'a': 0.7, 'e': 0.9127787786977426}",20,0,-74.88192755727427,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
269,False,"{'a': 0.7, 'e': 0.9121363807831764}",30,0,-132.06362118106523,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
270,False,"{'a': 0.7, 'e': 0.9114917345441071}",20,0,-78.59181517685377,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
271,False,"{'a': 0.7, 'e': 0.9108448415695228}",25,0,-51.11387158430646,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
272,False,"{'a': 0.7, 'e': 0.9101957034539497}",30,0,-182.69746488292745,"{0: 16, 1: 1, 2: 11, 3: 0, 4: 2}",0
273,False,"{'a': 0.7, 'e': 0.9095443217974479}",30,0,-113.58446342166279,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
274,False,"{'a': 0.7, 'e': 0.908890698205608}",20,0,-146.06768806492903,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
275,False,"{'a': 0.7, 'e': 0.9082348342895461}",25,0,-166.98216523664897,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
276,False,"{'a': 0.7, 'e': 0.9075767316659011}",35,0,-205.92378986744663,"{0: 19, 1: 4, 2: 9, 3: 0, 4: 3}",0
277,False,"{'a': 0.7, 'e': 0.9069163919568297}",20,11,8.879298693255468,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7, 'e': 0.9062538167900029}",20,0,-64.59179818973647,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
279,False,"{'a': 0.7, 'e': 0.9055890077986021}",20,0,-75.20515508415714,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
280,False,"{'a': 0.7, 'e': 0.9049219666213144}",25,0,-187.752109116839,"{0: 11, 1: 4, 2: 6, 3: 2, 4: 2}",0
281,False,"{'a': 0.7, 'e': 0.9042526949023293}",20,0,-110.59962666319012,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
282,False,"{'a': 0.7, 'e': 0.9035811942913344}",20,0,-41.33295406739355,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
283,False,"{'a': 0.7, 'e': 0.9029074664435112}",30,0,-101.57798314118571,"{0: 20, 1: 2, 2: 7, 3: 0, 4: 1}",0
284,False,"{'a': 0.7, 'e': 0.9022315130195311}",25,0,-129.61396119272925,"{0: 16, 1: 0, 2: 7, 3: 0, 4: 2}",0
285,False,"{'a': 0.7, 'e': 0.9015533356855514}",30,0,-160.02989023643528,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
286,False,"{'a': 0.7, 'e': 0.900872936113211}",30,0,-125.16947813393458,"{0: 20, 1: 4, 2: 3, 3: 1, 4: 2}",0
287,False,"{'a': 0.7, 'e': 0.9001903159796265}",25,0,-141.67564225403547,"{0: 18, 1: 0, 2: 2, 3: 3, 4: 2}",0
288,False,"{'a': 0.7, 'e': 0.8995054769673879}",20,0,-76.06856380548504,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
289,False,"{'a': 0.7, 'e': 0.8988184207645545}",20,0,-62.14296503351796,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
290,False,"{'a': 0.7, 'e': 0.898129149064651}",20,0,-112.94279008803119,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
291,False,"{'a': 0.7, 'e': 0.8974376635666625}",25,0,-173.88607165524334,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
292,False,"{'a': 0.7, 'e': 0.8967439659750317}",25,7,-83.121273856666,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 0}",1
293,False,"{'a': 0.7, 'e': 0.896048057999653}",20,0,-93.78031119068844,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
294,False,"{'a': 0.7, 'e': 0.89534994135587}",25,7,-102.92112926506209,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 1}",1
295,False,"{'a': 0.7, 'e': 0.8946496177644697}",30,0,-167.45167624880943,"{0: 21, 1: 1, 2: 3, 3: 2, 4: 3}",0
296,False,"{'a': 0.7, 'e': 0.8939470889516796}",25,11,-46.15895124446597,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 0}",1
297,False,"{'a': 0.7, 'e': 0.8932423566491625}",20,0,-164.04247836830837,"{0: 11, 1: 2, 2: 3, 3: 1, 4: 3}",0
298,False,"{'a': 0.7, 'e': 0.8925354225940129}",25,0,-56.33612129632489,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
299,False,"{'a': 0.7, 'e': 0.8918262885287519}",30,0,-131.94886284945056,"{0: 21, 1: 0, 2: 6, 3: 1, 4: 2}",0
300,False,"{'a': 0.7, 'e': 0.891114956201324}",30,0,-172.8103407566335,"{0: 19, 1: 1, 2: 7, 3: 0, 4: 3}",0
301,False,"{'a': 0.7, 'e': 0.8904014273650916}",25,0,-60.619562092043964,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 0}",0
302,False,"{'a': 0.7, 'e': 0.8896857037788318}",25,0,-271.16644246411374,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 6}",0
303,False,"{'a': 0.7, 'e': 0.8889677872067312}",30,8,-153.61931614898117,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 3}",1
304,False,"{'a': 0.7, 'e': 0.8882476794183819}",20,0,-6.010280142112906,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
305,False,"{'a': 0.7, 'e': 0.8875253821887774}",25,4,-117.8239039240017,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 2}",1
306,False,"{'a': 0.7, 'e': 0.8868008972983078}",20,0,-76.15610850950962,"{0: 10, 1: 3, 2: 6, 3: 1, 4: 0}",0
307,False,"{'a': 0.7, 'e': 0.8860742265327554}",25,0,-72.34550369836653,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
308,False,"{'a': 0.7, 'e': 0.8853453716832905}",20,0,-129.89644285360203,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
309,False,"{'a': 0.7, 'e': 0.8846143345464674}",25,0,-63.02500164961455,"{0: 16, 1: 6, 2: 1, 3: 2, 4: 0}",0
310,False,"{'a': 0.7, 'e': 0.8838811169242189}",30,0,-103.08436755145574,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
311,False,"{'a': 0.7, 'e': 0.8831457206238528}",25,0,-239.6823592485537,"{0: 10, 1: 5, 2: 6, 3: 0, 4: 4}",0
312,False,"{'a': 0.7, 'e': 0.8824081474580471}",25,0,-73.34121395311173,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
313,False,"{'a': 0.7, 'e': 0.8816683992448454}",25,0,-138.50277128315946,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
314,False,"{'a': 0.7, 'e': 0.8809264778076529}",20,0,-86.63385410124806,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
315,False,"{'a': 0.7, 'e': 0.8801823849752313}",20,0,-84.02566370393683,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
316,False,"{'a': 0.7, 'e': 0.8794361225816946}",20,0,-73.52403515028602,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
317,False,"{'a': 0.7, 'e': 0.8786876924665045}",25,0,-110.36667231929746,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
318,False,"{'a': 0.7, 'e': 0.8779370964744663}",20,0,-133.89843330740032,"{0: 12, 1: 2, 2: 2, 3: 2, 4: 2}",0
319,False,"{'a': 0.7, 'e': 0.8771843364557234}",20,0,-18.60108502181446,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
320,False,"{'a': 0.7, 'e': 0.8764294142657537}",20,0,-111.31405711275053,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
321,False,"{'a': 0.7, 'e': 0.8756723317653645}",25,0,-79.38254836680672,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
322,False,"{'a': 0.7, 'e': 0.8749130908206881}",20,0,-87.09561823359655,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
323,False,"{'a': 0.7, 'e': 0.8741516933031772}",25,0,-96.10885803320613,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
324,False,"{'a': 0.7, 'e': 0.8733881410896001}",25,0,-279.746805141217,"{0: 13, 1: 1, 2: 3, 3: 3, 4: 5}",0
325,False,"{'a': 0.7, 'e': 0.8726224360620362}",20,0,-48.90194864494603,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
326,False,"{'a': 0.7, 'e': 0.8718545801078713}",25,0,-90.33953161273358,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
327,False,"{'a': 0.7, 'e': 0.8710845751197934}",20,0,-61.24161924996823,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
328,False,"{'a': 0.7, 'e': 0.8703124229957875}",20,0,-98.02073892125995,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
329,False,"{'a': 0.7, 'e': 0.8695381256391306}",20,0,-105.88275005636135,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
330,False,"{'a': 0.7, 'e': 0.8687616849583882}",20,0,-275.74779318301876,"{0: 8, 1: 1, 2: 4, 3: 2, 4: 5}",0
331,False,"{'a': 0.7, 'e': 0.8679831028674084}",25,0,-201.36388028286163,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 4}",0
332,False,"{'a': 0.7, 'e': 0.8672023812853177}",20,10,-34.45780631529603,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.7, 'e': 0.8664195221365165}",25,0,-52.702667296336784,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
334,False,"{'a': 0.7, 'e': 0.8656345273506739}",25,0,-114.8605570607615,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
335,False,"{'a': 0.7, 'e': 0.8648473988627231}",30,0,-121.4362757351958,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
336,False,"{'a': 0.7, 'e': 0.8640581386128567}",20,0,-47.93992446728692,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
337,False,"{'a': 0.7, 'e': 0.863266748546522}",20,0,-57.722190861777435,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
338,False,"{'a': 0.7, 'e': 0.8624732306144158}",25,0,-38.772307658339265,"{0: 17, 1: 5, 2: 2, 3: 1, 4: 0}",0
339,False,"{'a': 0.7, 'e': 0.8616775867724802}",25,10,-7.879074530762656,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
340,False,"{'a': 0.7, 'e': 0.8608798189818971}",30,0,-189.84454568070927,"{0: 22, 1: 1, 2: 1, 3: 2, 4: 4}",0
341,False,"{'a': 0.7, 'e': 0.8600799292090843}",20,7,-24.75640373486275,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
342,False,"{'a': 0.7, 'e': 0.8592779194256893}",25,0,-95.20581429904426,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
343,False,"{'a': 0.7, 'e': 0.8584737916085857}",25,0,-115.6017951126041,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
344,False,"{'a': 0.7, 'e': 0.857667547739868}",20,0,-117.29114167189397,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
345,False,"{'a': 0.7, 'e': 0.856859189806846}",20,0,-146.26649005760683,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 3}",0
346,False,"{'a': 0.7, 'e': 0.8560487198020409}",20,0,-53.5823739188557,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
347,False,"{'a': 0.7, 'e': 0.8552361397231799}",20,0,-75.15150658237708,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 1}",0
348,False,"{'a': 0.7, 'e': 0.8544214515731909}",20,0,-80.80915120830167,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
349,False,"{'a': 0.7, 'e': 0.8536046573601986}",30,0,-151.3143542954065,"{0: 17, 1: 3, 2: 6, 3: 3, 4: 1}",0
350,False,"{'a': 0.7, 'e': 0.8527857590975187}",20,0,-137.05877709828096,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
351,False,"{'a': 0.7, 'e': 0.851964758803653}",20,1,-80.05888308837245,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 1}",1
352,False,"{'a': 0.7, 'e': 0.8511416585022844}",25,0,-128.7250354409356,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
353,False,"{'a': 0.7, 'e': 0.8503164602222729}",20,0,-98.80505541921396,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
354,False,"{'a': 0.7, 'e': 0.8494891659976491}",25,0,-95.38565017293908,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
355,False,"{'a': 0.7, 'e': 0.8486597778676102}",20,0,-53.90284281088689,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
356,False,"{'a': 0.7, 'e': 0.8478282978765144}",20,0,-138.43112610641296,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
357,False,"{'a': 0.7, 'e': 0.8469947280738764}",30,0,-107.27537581704398,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
358,False,"{'a': 0.7, 'e': 0.8461590705143621}",20,0,-55.48680107393237,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
359,False,"{'a': 0.7, 'e': 0.8453213272577833}",20,0,-102.56050187157544,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
360,False,"{'a': 0.7, 'e': 0.844481500369093}",20,0,-47.64733067287288,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
361,False,"{'a': 0.7, 'e': 0.8436395919183799}",30,0,-12.625098089689903,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
362,False,"{'a': 0.7, 'e': 0.8427956039808638}",30,0,-177.9162607796924,"{0: 19, 1: 1, 2: 6, 3: 1, 4: 3}",0
363,False,"{'a': 0.7, 'e': 0.8419495386368903}",20,0,-109.66063853681037,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
364,False,"{'a': 0.7, 'e': 0.8411013979719252}",20,0,-146.58811936080212,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
365,False,"{'a': 0.7, 'e': 0.8402511840765502}",30,0,-47.83994902709317,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
366,False,"{'a': 0.7, 'e': 0.8393988990464568}",20,8,-57.11061766390348,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 1}",1
